town,traffic,weather,start,target,route_completion,lights_ran,duration,distance
Town01,0,8,19,28,100.0,1,11.7,1.7840341496047403
Town01,0,8,19,28,100.0,1,11.05,0.7633799167510906
Town01,0,8,19,28,100.0,1,11.05,0.4430470175636225
Town01,0,8,19,28,100.0,1,11.9,2.2532363382330054
Town01,0,8,19,28,100.0,1,11.5,0.8364987617270185
Town01,0,8,19,28,100.0,1,11.85,2.052670785871901
Town01,0,8,19,28,100.0,1,11.65,1.1247076795523818
Town01,0,8,19,28,100.0,1,11.8,3.5749276505695713
Town01,0,8,19,28,100.0,1,10.7,-1.7570931445915023
Town01,0,8,19,28,100.0,1,10.1,-1.3963923776871003
Town01,0,8,19,28,100.0,1,11.05,2.2480592424519052
Town01,0,8,19,28,100.0,1,11.2,1.0796879342336871
Town01,0,8,19,28,100.0,1,9.9,-2.855346169661129
Town01,0,8,19,28,100.0,1,11.55,-1.445264682194933
Town01,0,8,19,28,100.0,1,11.9,2.1572047980304205
Town01,0,8,19,28,100.0,1,11.8,2.302143351260395
Town01,0,8,19,28,100.0,1,11.4,1.39753091981579
Town01,0,8,19,28,100.0,1,11.55,1.6420136108903023
Town01,0,8,19,28,100.0,1,11.45,1.4494568871060718
Town01,0,8,19,28,100.0,1,11.7,0.725461184353017
Town01,0,8,19,28,100.0,1,11.05,0.6226240563641756
Town01,0,8,19,28,100.0,1,11.6,1.4201277847670117
Town01,0,8,19,28,100.0,1,11.7,2.2366673726267567
Town01,0,8,19,28,100.0,1,11.7,1.8647753341374802
Town01,0,8,19,28,100.0,1,11.6,1.231500216273501
Town01,0,8,19,28,100.0,1,11.7,1.6501755842320156
Town01,0,8,19,28,100.0,1,11.65,9.20972319657746
Town01,0,8,19,28,100.0,1,11.8,1.8407360472273409
Town01,0,8,19,28,100.0,1,11.8,3.2964418485628153
Town01,0,8,19,28,100.0,1,11.8,1.7612273863896872
Town01,0,8,19,28,100.0,1,11.15,0.7759265702774512
Town01,0,8,19,28,100.0,1,12.0,2.2513773796933787
Town01,0,8,19,28,100.0,1,12.05,1.8951950095370504
Town01,0,8,19,28,100.0,1,11.7,-1.1319572424489828
Town01,0,8,19,28,100.0,1,11.75,2.406486454906421
Town01,0,8,19,28,100.0,1,11.85,2.3354822973012075
Town01,0,8,19,28,100.0,1,11.8,1.7193810917029886
Town01,0,8,19,28,100.0,1,11.7,3.4060140540062562
Town01,0,8,19,28,100.0,1,11.5,1.1362855909919714
Town01,0,8,19,28,100.0,1,11.8,1.501686342007682
Town01,0,8,19,28,100.0,1,11.55,0.6754754082129244
Town01,0,8,19,28,100.0,1,11.15,0.9754296578975352
Town01,0,8,19,28,100.0,1,11.75,2.334506724303867
Town01,0,8,19,28,100.0,1,11.55,1.3028413757247819
Town01,0,8,19,28,100.0,1,11.45,1.2251595617427449
Town01,0,8,19,28,100.0,1,11.25,1.2314991646374063
Town01,0,8,19,28,100.0,1,10.45,-1.9014505139374938
Town01,0,8,19,28,100.0,1,11.6,1.8761834286809052
Town01,0,8,19,28,100.0,1,10.95,0.8167925139143435
Town01,0,8,19,28,100.0,1,12.0,1.6718167408442213
Town01,0,8,19,28,100.0,1,11.15,0.9973294755872484
Town01,0,8,19,28,100.0,1,11.45,-2.095386036158635
Town01,0,8,19,28,100.0,1,11.65,1.2287468551857392
Town01,0,8,19,28,100.0,1,11.85,2.0250093033692718
Town01,0,8,19,28,100.0,1,11.75,2.079958682798381
Town01,0,8,19,28,100.0,1,11.7,1.0827863599401066
Town01,0,8,19,28,100.0,1,11.75,2.022300940490701
Town01,0,8,19,28,100.0,1,11.5,3.515003641616632
Town01,0,8,19,28,100.0,1,11.25,-0.003675185569229931
Town01,0,8,19,28,100.0,1,11.8,1.6178745031683759
Town01,0,8,19,28,100.0,1,11.7,2.4433052515739897
Town01,0,8,19,28,100.0,1,11.6,3.321080828263951
Town01,0,8,19,28,100.0,1,11.85,1.7194555227302208
Town01,0,8,19,28,100.0,1,11.75,1.5203744130342174
Town01,0,8,19,28,100.0,1,11.1,0.9551380028676544
Town01,0,8,19,28,100.0,1,11.9,2.5017116014552316
Town01,0,8,19,28,100.0,1,11.65,-0.7487643110017494
Town01,0,8,19,28,100.0,1,11.2,0.940906737340995
Town01,0,8,19,28,100.0,1,11.6,-1.0430915826850504
Town01,0,8,19,28,100.0,1,14.5,-1.8339626565993308
Town01,0,8,19,28,100.0,1,11.6,1.4029766783690265
Town01,0,8,19,28,100.0,1,10.7,-2.229915687024376
Town01,0,8,19,28,100.0,1,9.85,-2.7761496851962537
Town01,0,8,19,28,100.0,1,11.4,1.4446388847442657
Town01,0,8,19,28,100.0,1,10.8,0.720036666440679
Town01,0,8,19,28,100.0,1,11.25,0.9071970246361762
Town01,0,8,19,28,100.0,1,10.25,-3.30323054622683
Town01,0,8,19,28,100.0,1,10.95,-1.4694825431503864
Town01,0,8,19,28,100.0,1,11.9,2.4686553499947594
Town01,0,8,19,28,100.0,1,12.1,-1.5471459314481129
Town01,0,8,19,28,100.0,1,11.95,-0.47999792386152423
Town01,0,8,19,28,100.0,1,11.8,1.7952853150022063
Town01,0,8,19,28,100.0,1,11.6,1.3067507817611017
Town01,0,8,19,28,100.0,1,10.9,0.7278068890868381
Town01,0,8,19,28,100.0,1,10.9,0.8904455255001804
Town01,0,8,19,28,100.0,1,11.55,0.5032467292252205
Town01,0,8,19,28,100.0,1,11.9,1.9989967702558413
Town01,0,8,19,28,100.0,1,12.0,1.8148622499020242
Town01,0,8,19,28,100.0,1,11.65,1.4755506374715752
Town01,0,8,19,28,100.0,1,11.7,1.8308876452109075
Town01,0,8,19,28,100.0,1,10.6,-2.1123247439422497
Town01,0,8,19,28,100.0,1,11.45,1.0879858890663625
Town01,0,8,19,28,100.0,1,11.7,1.9328883486667587
Town01,0,8,19,28,100.0,1,11.6,1.5105784604776824
Town01,0,8,19,28,100.0,1,11.05,0.8003369941203369
Town01,0,8,19,28,100.0,1,11.4,1.2492052596644139
Town01,0,8,19,28,100.0,1,11.05,1.3196167913265722
Town01,0,8,19,28,100.0,1,11.4,0.6400891721410122
Town01,0,8,19,28,100.0,1,11.65,1.8984120880179054
Town01,0,8,19,28,100.0,1,11.7,1.6334976514111528
Town01,0,8,19,28,100.0,1,11.65,1.0055562030790033
Town01,0,8,19,28,100.0,1,9.45,-4.309465569433867
Town01,0,8,19,28,100.0,1,10.7,-1.7195554819702408
Town01,0,8,19,28,100.0,1,11.85,7.986283376097499
Town01,0,8,19,28,100.0,1,11.0,0.5482038239170914
Town01,0,8,19,28,100.0,1,10.85,0.7468864543050278
Town01,0,8,19,28,100.0,1,11.15,0.8681766881427011
Town01,0,8,19,28,100.0,1,11.5,1.8862265775645772
Town01,0,8,19,28,100.0,1,11.4,1.6523943906833294
Town01,0,8,19,28,100.0,1,11.65,1.8553932675544864
Town01,0,8,19,28,100.0,1,11.9,0.7869512364926106
Town01,0,8,19,28,100.0,1,11.35,1.7863932173806232
Town01,0,8,19,28,100.0,1,11.55,1.2495791620696508
Town01,0,8,19,28,100.0,1,11.3,1.0386680603907252
Town01,0,8,19,28,100.0,1,12.05,1.406322050264348
Town01,0,8,19,28,100.0,1,11.45,1.4747971308193737
Town01,0,8,19,28,100.0,1,11.2,0.7585877765174622
Town01,0,8,19,28,100.0,1,10.8,-1.8384889159172355
Town01,0,8,19,28,100.0,1,11.8,2.418158175159136
Town01,0,8,19,28,100.0,1,11.35,1.363446576159728
Town01,0,8,19,28,100.0,1,11.35,10.317172403947286
Town01,0,8,19,28,100.0,1,11.05,1.0615495675002036
Town01,0,8,19,28,100.0,1,11.95,1.9357030114420057
Town01,0,8,19,28,100.0,1,11.9,10.451761082629677
Town01,0,8,19,28,100.0,1,11.15,1.882140800939382
Town01,0,8,19,28,100.0,1,11.7,2.344642314926693
Town01,0,8,19,28,100.0,1,10.95,0.5734785627680914
Town01,0,8,19,28,100.0,1,11.6,10.048211774645939
Town01,0,8,19,28,100.0,1,12.0,2.7046694481700486
Town01,0,8,19,28,100.0,1,11.75,2.029430411968347
Town01,0,8,19,28,100.0,1,11.0,0.949852845198929
Town01,0,8,19,28,100.0,1,11.8,2.613781452082428
Town01,0,8,19,28,100.0,1,10.2,-2.9062040361212014
Town01,0,8,19,28,100.0,1,11.95,2.6978718497282017
Town01,0,8,19,28,100.0,1,11.8,2.8079844629232182
Town01,0,8,19,28,100.0,1,10.95,-0.8746172087762772
Town01,0,8,19,28,100.0,1,11.8,2.0955573287959908
Town01,0,8,19,28,100.0,1,11.7,2.269638861927344
Town01,0,8,19,28,100.0,1,11.8,-1.7903492746084944
Town01,0,8,19,28,100.0,1,11.1,0.859242536594313
Town01,0,8,19,28,100.0,1,11.6,1.458280264467211
Town01,0,8,19,28,100.0,1,11.0,0.6147457440342623
Town01,0,8,19,28,100.0,1,11.85,1.4681696574981826
Town01,0,8,19,28,100.0,1,11.9,2.4343296093306366
Town01,0,8,19,28,100.0,1,11.75,2.9202416926765613
Town01,0,8,19,28,100.0,1,11.95,1.630416023144738
Town01,0,8,19,28,100.0,1,10.3,-1.4150215146399636
Town01,0,8,19,28,100.0,1,11.3,0.7001985618403239
Town01,0,8,19,28,100.0,1,12.05,3.566200739123434
Town01,0,8,19,28,100.0,1,11.75,1.1783400309099492
Town01,0,8,19,28,100.0,1,11.4,-1.8525109029731086
Town01,0,8,19,28,100.0,1,10.15,-2.4001863568290043
Town01,0,8,19,28,100.0,1,11.8,2.2755547615485137
Town01,0,8,19,28,100.0,1,10.5,-1.612617368892144
Town01,0,8,19,28,100.0,1,11.9,1.7405255239802608
Town01,0,8,19,28,100.0,1,11.95,2.19057351908297
Town01,0,8,19,28,100.0,1,11.45,10.483802379903143
Town01,0,8,19,28,100.0,1,11.85,2.953285100179138
Town01,0,8,19,28,100.0,1,11.75,1.9635196454090513
Town01,0,8,19,28,100.0,1,11.85,2.225854107208926
Town01,0,8,19,28,100.0,1,11.6,1.8570047811634813
Town01,0,8,19,28,100.0,1,11.6,1.6829076819412006
Town01,0,8,19,28,100.0,1,11.7,1.5566351504714673
Town01,0,8,19,28,100.0,1,11.3,-1.12782165848109
Town01,0,8,19,28,100.0,1,11.3,1.4625166603821245
Town01,0,8,19,28,100.0,1,11.6,1.9142296344842595
Town01,0,8,19,28,100.0,1,10.15,-2.4940745614731483
Town01,0,8,19,28,100.0,1,11.7,1.67721786860543
Town01,0,8,19,28,100.0,1,11.8,2.2636776822827933
Town01,0,8,19,28,100.0,1,11.1,0.8939033697911327
Town01,0,8,19,28,100.0,1,11.85,2.813773970174081
Town01,0,8,19,28,100.0,1,11.95,2.149319742371955
Town01,0,8,19,28,100.0,1,11.45,2.0787918094334747
Town01,0,8,19,28,100.0,1,11.45,1.413166715286283
Town01,0,8,19,28,100.0,1,11.1,1.3300552725133463
Town01,0,8,19,28,100.0,1,11.9,1.4404898266664978
Town01,0,8,19,28,100.0,1,11.7,1.7216063208130796
Town01,0,8,19,28,100.0,1,11.7,1.1480923026165728
Town01,0,8,19,28,100.0,1,11.9,3.0820923758427057
Town01,0,8,19,28,100.0,1,11.65,1.7860215030245161
Town01,0,8,19,28,100.0,1,11.6,1.5408334191419897
Town01,0,8,19,28,100.0,1,11.85,3.2294973795517956
Town01,0,8,19,28,100.0,1,11.95,2.0214557668640154
Town01,0,8,19,28,100.0,1,11.75,1.731816726611199
Town01,0,8,19,28,100.0,1,11.75,1.7165373787477582
Town01,0,8,19,28,100.0,1,11.6,1.3688028767859626
Town01,0,8,19,28,100.0,1,11.9,1.818510917735841
Town01,0,8,19,28,100.0,1,11.75,4.158326727336919
Town01,0,8,19,28,100.0,1,12.1,3.8929716086472075
Town01,0,8,19,28,100.0,1,11.55,1.643889405424173
Town01,0,8,19,28,100.0,1,10.35,-1.47365781412529
Town01,0,8,19,28,100.0,1,11.1,0.9549264516569997
Town01,0,8,19,28,100.0,1,11.35,2.2916986262604544
Town01,0,8,19,28,100.0,1,11.65,1.9519291956764384
Town01,0,8,19,28,100.0,1,11.65,1.8695723218737896
Town01,0,8,19,28,100.0,1,11.9,2.6983183828703092
Town01,0,8,19,28,100.0,1,11.85,2.7300149572188834
Town01,0,8,19,28,100.0,1,11.7,1.89648163042279
Town01,0,8,19,28,100.0,1,11.8,1.1299458093465944
Town01,0,8,19,28,100.0,1,11.7,1.2629373373498511
Town01,0,8,19,28,100.0,1,11.45,0.8950300900182535
Town01,0,8,19,28,100.0,1,11.8,1.0398543400376319
Town01,0,8,19,28,100.0,1,11.5,0.9233069614986329
Town01,0,8,19,28,100.0,1,11.5,-1.7197663604205389
Town01,0,8,19,28,100.0,1,11.9,2.341961584673623
Town01,0,8,19,28,100.0,1,11.1,0.94230204255547
Town01,0,8,19,28,100.0,1,11.6,1.7777502995089094
Town01,0,8,19,28,100.0,1,11.35,1.2386278000701543
Town01,0,8,19,28,100.0,1,11.65,1.0216677387913111
Town01,0,8,19,28,100.0,1,10.05,-2.645724414084299
Town01,0,8,19,28,100.0,1,11.9,1.9768535346146159
Town01,0,8,19,28,100.0,1,11.75,2.2114889722713293
Town01,0,8,19,28,100.0,1,11.75,2.65441007554654
Town01,0,8,19,28,100.0,1,11.85,9.770125123078941
Town01,0,8,19,28,100.0,1,11.35,1.5781421988964883
Town01,0,8,19,28,100.0,1,12.05,-1.3538461771204418
Town01,0,8,19,28,100.0,1,11.6,1.49112039132658
Town01,0,8,19,28,100.0,1,11.6,1.7216352644854291
Town01,0,8,19,28,100.0,1,11.8,1.2514804315274217
Town01,0,8,19,28,100.0,1,11.95,2.0485069186615767
Town01,0,8,19,28,100.0,1,11.9,-0.0004397460464821691
Town01,0,8,19,28,100.0,1,11.75,2.1894457056951664
Town01,0,8,19,28,100.0,1,10.7,-2.0797292300367083
Town01,0,8,19,28,100.0,1,11.7,4.49196320510925
Town01,0,8,19,28,100.0,1,11.2,0.9889032415343655
Town01,0,8,19,28,100.0,1,11.9,1.767394271970943
Town01,0,8,19,28,100.0,1,11.5,6.361707865378915
Town01,0,8,19,28,100.0,1,11.35,1.0489902429739142
Town01,0,8,19,28,100.0,1,11.65,1.4346179441480662
Town01,0,8,19,28,100.0,1,11.65,-0.9886427736815705
Town01,0,8,19,28,100.0,1,11.85,2.700059488829348
Town01,0,8,19,28,100.0,1,11.95,2.236936330631295
Town01,0,8,19,28,100.0,1,11.3,1.1988160714209917
Town01,0,8,19,28,100.0,1,10.7,-1.545089711445894
Town01,0,8,19,28,100.0,1,11.6,1.755701295688084
Town01,0,8,19,28,100.0,1,11.85,1.9574239268663103
Town01,0,8,19,28,100.0,1,11.85,1.9273813462874116
Town01,0,8,19,28,100.0,1,11.8,1.5906355721480159
Town01,0,8,19,28,100.0,1,11.0,0.962885193922788
Town01,0,8,19,28,100.0,1,11.8,1.6879178709652534
Town01,0,8,19,28,100.0,1,11.95,1.950469579639412
Town01,0,8,19,28,100.0,1,11.65,4.566640208433624
Town01,0,8,19,28,100.0,1,11.7,1.0707301399951787
Town01,0,8,19,28,100.0,1,11.0,-1.3754718041123681
Town01,0,8,19,28,100.0,1,11.55,1.387205408695106
Town01,0,8,19,28,100.0,1,11.5,0.9708109488564935
Town01,0,8,19,28,100.0,1,11.6,2.3401666635069702
Town01,0,8,19,28,100.0,1,12.0,2.3482417805769
Town01,0,8,19,28,100.0,1,10.85,-1.4868564324114004
Town01,0,8,19,28,100.0,1,11.5,0.7262861715717093
Town01,0,8,19,28,100.0,1,11.8,1.138477785843154
Town01,0,8,19,28,100.0,1,11.65,1.8038739648471642
Town01,0,8,19,28,100.0,1,11.8,1.447189659444255
Town01,0,8,19,28,100.0,1,11.4,0.47026853113086275
Town01,0,8,19,28,100.0,1,11.7,0.8421010982807204
Town01,0,8,19,28,100.0,1,11.8,1.6693647276587065
Town01,0,8,19,28,100.0,1,11.55,1.5850929888484293
Town01,0,8,19,28,100.0,1,11.7,1.9047717622064129
Town01,0,8,19,28,100.0,1,11.55,1.1821352766037387
Town01,0,8,19,28,100.0,1,11.55,3.3175729364829296
Town01,0,8,19,28,100.0,1,12.0,-0.0007595292213243462
Town01,0,8,19,28,100.0,1,11.7,4.697769282049224
Town01,0,8,19,28,100.0,1,11.7,2.161231142479455
Town01,0,8,19,28,100.0,1,12.15,3.3924706316572903
Town01,0,8,19,28,100.0,1,11.65,-1.452442324764878
Town01,0,8,19,28,100.0,1,11.85,1.9576066009219852
Town01,0,8,19,28,100.0,1,11.6,1.4215797484801422
Town01,0,8,19,28,100.0,1,11.7,1.4742238856392542
Town01,0,8,19,28,100.0,1,11.8,2.1880634749545402
Town01,0,8,19,28,100.0,1,11.45,1.4209042810097423
Town01,0,8,19,28,100.0,1,11.35,0.5797536426723715
Town01,0,8,19,28,100.0,1,11.4,1.2314298951938962
Town01,0,8,19,28,100.0,1,11.0,0.7378530065349174
Town01,0,8,19,28,100.0,1,11.55,2.6388164761434565
Town01,0,8,19,28,100.0,1,11.55,0.5955137635490799
Town01,0,8,19,28,100.0,1,11.9,2.415171608762681
Town01,0,8,19,28,100.0,1,11.35,1.7366500991611202
Town01,0,8,19,28,100.0,1,9.7,-3.6883652288776507
Town01,0,8,19,28,100.0,1,11.7,1.0020887472903475
Town01,0,8,19,28,100.0,1,12.0,2.426803722206829
Town01,0,8,19,28,100.0,1,11.9,2.9743241349554372
Town01,0,8,19,28,100.0,1,10.45,-2.0935395686718947
Town01,0,8,19,28,100.0,1,11.15,1.1320295056989762
Town01,0,8,19,28,100.0,1,11.85,2.0064818482548565
Town01,0,8,19,28,100.0,1,11.95,2.273702486597398
Town01,0,8,19,28,100.0,1,11.35,1.215391081664738
Town01,0,8,19,28,100.0,1,10.45,-2.1346772748640794
Town01,0,8,19,28,100.0,1,11.75,2.0768859918715687
Town01,0,8,19,28,100.0,1,11.25,1.1003199372085044
Town01,0,8,19,28,100.0,1,11.7,4.422346694710679
Town01,0,8,19,28,100.0,1,11.35,-2.090267478949092
Town01,0,8,19,28,100.0,1,11.35,1.3175776444175837
Town01,0,8,19,28,100.0,1,11.9,2.0928885660211964
Town01,0,8,19,28,100.0,1,11.75,1.517260981481658
Town01,0,8,19,28,100.0,1,11.15,0.8223052626400675
Town01,0,8,19,28,100.0,1,11.6,1.6096205453910724
Town01,0,8,19,28,100.0,1,11.6,1.949853005554238
Town01,0,8,19,28,100.0,1,9.8,-3.677411944585982
Town01,0,8,19,28,100.0,1,11.65,-0.239451913815406
Town01,0,8,19,28,100.0,1,11.9,1.5112851513456271
Town01,0,8,19,28,100.0,1,11.75,1.852210626301095
Town01,0,8,19,28,100.0,1,11.4,1.0500508496412015
Town01,0,8,19,28,100.0,1,11.1,0.6461454869064411
Town01,0,8,19,28,100.0,1,11.05,1.048501614444783
Town01,0,8,19,28,100.0,1,11.15,-2.4479952363042297
Town01,0,8,19,28,100.0,1,10.5,-2.0507728329573163
Town01,0,8,19,28,100.0,1,11.25,6.109912214593657
Town01,0,8,19,28,100.0,1,11.7,2.0324210539176955
Town01,0,8,19,28,100.0,1,11.45,2.1969953099583606
Town01,0,8,19,28,100.0,1,11.75,1.873507997881176
Town01,0,8,19,28,100.0,1,10.25,-1.5438451661473724
Town01,0,8,19,28,100.0,1,11.9,3.381547586705219
Town01,0,8,19,28,100.0,1,11.55,0.9762146558843723
Town01,0,8,19,28,100.0,1,11.45,-1.2893504670074956
Town01,0,8,19,28,100.0,1,11.85,1.9745280426593936
Town01,0,8,19,28,100.0,1,11.85,2.5603781723154233
Town01,0,8,19,28,100.0,1,11.35,1.2257716591731875
Town01,0,8,19,28,100.0,1,11.3,-1.07330945962908
Town01,0,8,19,28,100.0,1,11.25,1.0249876806894718
Town01,0,8,19,28,100.0,1,11.5,-1.3524878623596475
Town01,0,8,19,28,100.0,1,11.65,1.3104156554151642
Town01,0,8,19,28,100.0,1,11.8,1.8628209507632647
Town01,0,8,19,28,100.0,1,11.4,7.930823758237191
Town01,0,8,19,28,100.0,1,9.95,-2.5229147050299625
Town01,0,8,19,28,100.0,1,11.6,1.7417061865513128
Town01,0,8,19,28,100.0,1,12.0,4.267586389698952
Town01,0,8,19,28,100.0,1,11.05,2.022178137335719
Town01,0,8,19,28,100.0,1,11.75,1.8841979856499487
Town01,0,8,19,28,100.0,1,11.65,1.3081282022525373
Town01,0,8,19,28,100.0,1,11.7,1.1778899683899962
Town01,0,8,19,28,100.0,1,11.5,1.1076190961553833
Town01,0,8,19,28,100.0,1,11.25,1.147361082748008
Town01,0,8,19,28,100.0,1,11.35,1.3457006895222072
Town01,0,8,19,28,100.0,1,11.5,1.576661901207192
Town01,0,8,19,28,100.0,1,11.05,7.062542350306836
Town01,0,8,19,28,100.0,1,11.85,2.1613829076842146
Town01,0,8,19,28,100.0,1,11.9,3.2677025756042166
Town01,0,8,19,28,100.0,1,10.95,1.050713208208999
Town01,0,8,19,28,100.0,1,11.95,2.171806028100593
Town01,0,8,19,28,100.0,1,11.55,1.4001293615183523
Town01,0,8,19,28,100.0,1,11.35,1.2958339566110002
Town01,0,8,19,28,100.0,1,11.65,1.8181660064680267
Town01,0,8,19,28,100.0,1,10.8,0.8416657280278121
Town01,0,8,19,28,100.0,1,11.55,0.843725765323585
Town01,0,8,19,28,100.0,1,12.1,1.3320874259660433
Town01,0,8,19,28,100.0,1,11.4,1.2722098958921122
Town01,0,8,19,28,100.0,1,11.05,1.3177067871484165
Town01,0,8,19,28,100.0,1,11.65,1.4701075971570035
Town01,0,8,19,28,100.0,1,11.9,2.3520242298460845
Town01,0,8,19,28,100.0,1,10.95,1.107348106518077
Town01,0,8,19,28,100.0,1,11.8,1.8281441874819313
Town01,0,8,19,28,100.0,1,11.55,1.2438004274483823
Town01,0,8,19,28,100.0,1,11.7,-0.9993255848955804
Town01,0,8,19,28,100.0,1,11.65,0.5094711251353021
Town01,0,8,19,28,100.0,1,11.7,1.3463301568258483
Town01,0,8,19,28,100.0,1,9.8,-2.7420130049698397
Town01,0,8,19,28,100.0,1,10.85,-1.6083385406002493
Town01,0,8,19,28,100.0,1,11.5,1.3746218139438962
Town01,0,8,19,28,100.0,1,11.9,9.086028743393879
Town01,0,8,19,28,100.0,1,11.5,1.776974063217664
Town01,0,8,19,28,100.0,1,11.7,0.9732585920159438
Town01,0,8,19,28,100.0,1,11.9,2.5740233182931807
Town01,0,8,19,28,100.0,1,11.2,0.9492893394448916
Town01,0,8,19,28,100.0,1,11.45,1.1995006495158167
Town01,0,8,19,28,100.0,1,10.65,-1.7544475944922524
Town01,0,8,19,28,100.0,1,11.95,2.20766061217323
Town01,0,8,19,28,100.0,1,11.95,2.212144077535874
Town01,0,8,19,28,100.0,1,10.9,0.599761392062756
Town01,0,8,19,28,100.0,1,11.2,-0.961553045717756
Town01,0,8,19,28,100.0,1,11.65,2.6261283576609804
Town01,0,8,19,28,100.0,1,11.5,2.3836045893012736
Town01,0,8,19,28,100.0,1,11.7,1.47635310685401
Town01,0,8,19,28,100.0,1,11.35,-1.5418022269388754
Town01,0,8,19,28,100.0,1,11.55,-1.3242218476117853
Town01,0,8,19,28,100.0,1,11.7,1.7670839830015836
Town01,0,8,19,28,100.0,1,10.3,-2.3028908382301605
Town01,0,8,19,28,100.0,1,11.65,1.9501174604524838
Town01,0,8,19,28,100.0,1,11.75,2.827380575153195
Town01,0,8,19,28,100.0,1,11.8,1.7311068794082258
Town01,0,8,19,28,100.0,1,11.05,-1.2630791331516948
Town01,0,8,19,28,100.0,1,11.5,1.1836578528187962
Town01,0,8,19,28,100.0,1,11.1,2.4863789198986854
Town01,0,8,19,28,100.0,1,11.65,1.7344594634113832
Town01,0,8,19,28,100.0,1,12.0,1.5986236607033728
Town01,0,8,19,28,100.0,1,11.1,-0.0006834893832807122
Town01,0,8,19,28,100.0,1,11.75,3.58259294914596
Town01,0,8,19,28,100.0,1,11.9,3.2266172704392515
Town01,0,8,19,28,100.0,1,11.3,1.139092797639623
Town01,0,8,19,28,100.0,1,11.45,1.2125174932887184
Town01,0,8,19,28,100.0,1,11.7,1.9329867650981818
Town01,0,8,19,28,100.0,1,11.85,1.823443010387762
Town01,0,8,19,28,100.0,1,11.7,2.005349979429794
Town01,0,8,19,28,100.0,1,11.0,0.8443057063189241
Town01,0,8,19,28,100.0,1,11.65,1.427404762380755
Town01,0,8,19,28,100.0,1,12.05,2.266691378285321
Town01,0,8,19,28,100.0,1,11.8,2.17651619980787
Town01,0,8,19,28,100.0,1,11.35,1.0404211786466724
Town01,0,8,19,28,100.0,1,11.2,0.9707824262924896
Town01,0,8,19,28,100.0,1,11.75,1.982135871377384
Town01,0,8,19,28,100.0,1,11.65,1.9795361228181365
Town01,0,8,19,28,100.0,1,10.9,0.640318871851425
Town01,0,8,19,28,100.0,1,11.6,2.535835614877552
Town01,0,8,19,28,100.0,1,11.4,1.0394599054738576
Town01,0,8,19,28,100.0,1,11.5,1.5210068478923886
Town01,0,8,19,28,100.0,1,10.2,-3.5719466892630396
Town01,0,8,19,28,100.0,1,11.95,1.449327617994832
Town01,0,8,19,28,100.0,1,11.1,0.8407494453336897
Town01,0,8,19,28,100.0,1,11.55,-0.6000193349064479
Town01,0,8,19,28,100.0,1,11.65,2.203200536009531
Town01,0,8,19,28,100.0,1,11.75,1.8603384125094946
Town01,0,8,19,28,100.0,1,11.65,2.5563273896150305
Town01,0,8,19,28,100.0,1,11.6,1.7198771981706367
Town01,0,8,19,28,100.0,1,11.4,-0.003850017264617359
Town01,0,8,19,28,100.0,1,11.55,1.4051756124871644
Town01,0,8,19,28,100.0,1,11.5,3.787459372854957
Town01,0,8,19,28,100.0,1,11.65,7.210532916288288
Town01,0,8,19,28,96.4,1,20.0,-2.3915469423731914
Town01,0,8,19,28,100.0,1,10.65,-1.460770572160766
Town01,0,8,19,28,100.0,1,11.85,2.333593561364278
Town01,0,8,19,28,100.0,1,11.55,1.3651162057639432
Town01,0,8,19,28,100.0,1,11.9,1.9787026299975343
Town01,0,8,19,28,100.0,1,11.85,1.5159447777038282
Town01,0,8,19,28,100.0,1,11.85,2.495699495087602
Town01,0,8,19,28,100.0,1,11.55,0.5967040044811531
Town01,0,8,19,28,100.0,1,11.75,2.2460847414044274
Town01,0,8,19,28,100.0,1,11.55,1.4117465567205807
Town01,0,8,19,28,100.0,1,11.6,1.672769988647925
Town01,0,8,19,28,100.0,1,11.35,0.8707936053138368
Town01,0,8,19,28,100.0,1,11.45,2.714669440456957
Town01,0,8,19,28,100.0,1,11.15,0.8381921053117312
Town01,0,8,19,28,100.0,1,11.25,2.0504330633985752
Town01,0,8,19,28,100.0,1,11.6,-1.0729557903380618
Town01,0,8,19,28,100.0,1,11.75,2.161008869465273
Town01,0,8,19,28,100.0,1,11.85,1.4927688381669508
Town01,0,8,19,28,100.0,1,11.25,0.5200612784036807
Town01,0,8,19,28,100.0,1,11.85,2.371519487502276
Town01,0,8,19,28,100.0,1,11.65,1.5828681593181324
Town01,0,8,19,28,100.0,1,11.55,1.629140554932337
Town01,0,8,19,28,100.0,1,10.9,0.4832387301250187
Town01,0,8,19,28,100.0,1,11.8,4.7298533693717495
Town01,0,8,19,28,100.0,1,11.4,-0.46913400767771113
Town01,0,8,19,28,100.0,1,11.1,16.108344152587485
Town01,0,8,19,28,100.0,1,11.6,1.526430021733018
Town01,0,8,19,28,100.0,1,10.55,-1.6094802013232683
Town01,0,8,19,28,100.0,1,11.95,2.719766153453838
Town01,0,8,19,28,100.0,1,11.7,2.1365850092019834
Town01,0,8,19,28,100.0,1,11.75,1.4581624345490942
Town01,0,8,19,28,100.0,1,11.9,1.5886284145551892
Town01,0,8,19,28,100.0,1,11.75,1.707630218038764
Town01,0,8,19,28,100.0,1,11.45,2.1536740326605415
Town01,0,8,19,28,100.0,1,10.65,-1.428732523426226
Town01,0,8,19,28,100.0,1,11.0,0.611871101452965
